"id","age","checking_status","class","credit_amount","duration","employment","existing_credits","feat01","feat02","feat03","feat04","feat05","feat06","feat07","feat08","feat09","feat10","foreign_worker","installment_commitment","job","num_dependents","own_telephone","residence_since","savings_status","sex","credit_history_critical/other existing credit","credit_history_delayed previously","credit_history_existing paid","credit_history_no credits/all paid","housing_own","housing_rent","other_parties_guarantor","other_parties_none","other_payment_plans_none","other_payment_plans_stores","property_magnitude_life insurance","property_magnitude_no known property","property_magnitude_real estate","purpose_domestic appliance","purpose_education","purpose_furniture/equipment","purpose_new car","purpose_other","purpose_radio/tv","purpose_repairs","purpose_retraining","purpose_used car","marital_status_div/sep","marital_status_mar/wid","marital_status_single"
389,42,2,0,4143,18,3,1,0.442607322205082,0.574637698810363,0.502712233086405,1.56342161666927,1.22555017352893,0.535292091332484,0.437431217728546,1.43215887312553,0.837302470234389,0.355042006050028,1,2,3,1,0,3,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
390,34,2,0,6907,48,4,2,0.494153551195977,0.704216609705647,1.39452889126512,0.964270142973213,1.21325662082913,1.44497182748465,0.89435933167737,0.922316712280832,0.660859787952808,0.364572214742885,1,1,3,1,1,1,2,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
391,32,2,0,1411,18,4,2,0.488498111230302,0.531678093867508,1.37402428074139,0.693843304219761,0.773258603195696,1.34523539508422,0.609254260387986,1.00317882926394,1.1974822634302,0.273898549252086,1,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
392,74,1,1,3259,5,4,1,0.22018583456643,0.617736442181139,0.794924055298806,1.3643899305615,0.759843875535861,1.07371765696277,0.841748814715164,0.762711792977221,0.990019932113342,0.711379278645899,1,1,2,1,0,4,2,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
393,40,3,1,3267,18,1,3,0.256637898203929,0.717287197725561,1.36819545273409,1.04113069619312,1.04996393110443,1.20137104999897,1.05419087949491,0.981825379902362,1.44064597301483,0.320003043501566,1,3,1,2,1,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,28,1,1,1381,24,2,1,0.483406568004055,0.694846604094828,0.54760283542953,1.32451956033196,1.45600519481218,0.351624013856053,0.714869028985866,1.29513560628211,1.01823508371337,0.324615626379199,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
398,44,1,1,2493,24,3,2,0.365665640623288,0.61158070917824,0.653541601293611,0.455919355152572,0.257116286518378,1.49813423494104,0.972272078399344,1.18309337786148,0.925532624338184,0.587006203372162,1,4,3,2,1,2,4,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,21,3,1,2422,18,3,1,0.584386960972298,0.469980371378231,1.2277856194487,1.18914474861887,1.66835224626218,1.50828121197656,1.13559359924161,1.15846519422879,0.82902166578308,0.662245804147734,1,1,3,1,1,3,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
402,58,2,1,1912,24,5,1,0.465893012737697,0.622591403774697,0.946414759827589,0.865195060424119,1.36645531205772,0.782693108704215,0.584675422827569,1.47772018096222,1.4064815067718,0.65295436292978,1,4,2,1,1,4,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
403,42,1,1,1530,4,4,3,0.53844356900023,0.539126406963604,1.31276708474468,0.796998925541759,0.829291371486089,1.30468533478953,1.39784030274011,0.813849365102347,0.449393097120718,0.611956638912905,1,2,2,2,0,1,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
406,30,1,1,1041,18,2,2,0.461945605043642,0.567080079323408,1.34930569125276,1.05655496769033,0.92175915423459,1.05222588493075,1.48326817324445,0.808984385136565,1.05875980723069,0.427965217073226,1,4,3,1,0,1,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
407,31,1,1,8656,36,4,1,0.439192082525638,0.540703968987325,0.747612361664183,0.838147678018602,0.563560950718281,0.843718326967922,0.379148962408122,0.546637090903837,0.641735047508141,0.532360907806707,1,3,4,2,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
410,25,4,1,4963,24,4,1,0.479682934148432,0.648859473034268,0.896890773112733,1.27137292570196,1.03340616494141,0.5127112431858,0.698034413921252,0.478130353142589,1.17539772899636,0.427382812081442,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
411,37,4,1,1009,10,3,1,0.635617690253665,0.626716701427552,0.972270763186966,0.683265903848863,0.7473832313295,1.21062472504979,0.846834564156342,1.00675969559206,1.30189869566845,0.209150689876415,1,2,3,1,1,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
413,43,2,1,2283,27,5,4,0.543820745436824,0.69057421458553,0.984935987544873,1.17048344760915,0.912429481790462,0.748868961425199,0.839847152475458,1.0824534848229,1.31930558459528,0.292378162655896,1,4,4,2,1,4,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,23,4,1,1028,12,3,1,0.479168821987376,0.499476656419199,1.23599484584516,0.74460377490494,0.912515994533082,0.626640833735282,0.57175866790035,1.50607661353368,1.47276319295906,0.472511381146423,1,3,3,1,0,4,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
415,27,1,1,6515,24,1,2,0.479755493605372,0.702099840287396,0.784591393532741,0.926769159638543,1.02892654657045,0.726173399807984,1.3303782506354,0.893463835585415,0.765104904050559,0.394093578177521,1,4,4,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
416,62,1,1,3678,24,5,1,0.465076054796325,0.554891953812719,1.29756766704156,1.01280532547326,1.06297972505172,0.8140317993966,0.564376858640877,0.989767986247842,1.15680685979663,1,1,4,3,1,1,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
417,48,2,1,2092,10,2,2,0.583311421193931,0.583156833205797,0.777680634553288,1.53846409708894,0.423453305350256,0.530432443773317,1.05990693505527,1.38606370235569,0.785704944533759,0.357345359931157,0,1,2,2,0,3,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
418,44,1,1,1205,12,3,1,0.567997830349248,0.81656507970414,1.2948706022753,0.810057067018985,1.39779723033885,0.627592779163934,1.23076652157045,1.44710391386225,0.871638925251407,0.666451577214916,1,4,3,1,1,4,4,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
419,26,4,0,3746,36,3,1,0.301587403404192,0.61819364373713,1.13308711248508,0.879817629101281,1.44029044059105,0.36898833527867,0.682870107342628,0.453880886727122,1.38244862298134,0.183692059697693,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
422,67,3,1,3378,18,1,1,0.275538002141742,0.598920484995369,0.923480647548888,1.24509173413106,1.28676962769562,0.260812772851687,1.22223235303647,1.40473283047013,0.906879557839659,0.45748724849251,1,2,3,1,1,4,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
423,48,3,1,12207,48,3,1,0.418516847141111,0.591304557522301,1.33855082216173,0.897875693899811,0.909015752901221,1.19701442217523,1.14390307819298,0.620626910306408,0.877959952843689,0.885974504441167,1,2,4,1,1,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,27,1,1,1510,6,3,2,0.663514198827842,0.46449765782486,0.9477418412341,0.897138632985125,1.05697796909316,0.984283730525765,0.558450614616054,0.858227283781069,1.25226440022435,0.562110642716849,1,1,3,1,0,1,3,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
425,63,1,1,1408,15,5,1,0.329850828487571,0.607155979391753,1.46736475993825,1.33397806201153,0.67436105113359,1.52063478058378,0.965811981944705,0.543275819938366,0.703979139250017,0.568757724151086,1,4,3,1,0,4,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
426,31,1,1,2455,9,1,1,0.303359431321452,0.52317497879648,0.908815018640601,1.35498159150405,1.05707019505654,0.547772265607875,1.53592795601802,1.14308607980452,1.30842952336152,0.558782582537304,1,2,4,1,0,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
427,33,2,0,860,12,2,1,0.858836104121047,0.603508931018242,1.06003460758593,0.963722034038388,1.1934690148434,0.708403101963231,1.19533204071509,1.14628784454609,1.30039143523096,0.3598790148179,1,4,2,1,1,3,3,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
429,28,1,1,3291,15,3,1,0.379863493947119,0.663455409413722,1.5063036175549,1.31331056940644,0.555735186707217,1.2406689556784,1.13162332294819,1.48963537722499,1.20796484002855,0.536028833604101,1,4,3,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
430,33,3,0,949,18,3,1,0.340046530240228,0.466236156531739,0.974730542327525,1.09550710407282,1.12387194795853,0.495895264299142,1.14540842429041,0.950003256568697,0.957568179976447,0.576352653932172,1,4,3,1,0,2,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
432,28,2,1,1362,15,3,1,0.142583879363739,0.681889541347759,0.843553910128606,0.74027870840872,0.800368984755534,0.598578071048072,1.10420738774526,0.941988530005651,0.798099305587117,0.614385314961461,1,2,3,1,0,4,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434,39,4,0,1324,15,3,2,0.355612183483118,0.486883829730405,1.38025486090578,1.26846042189989,1.02291119480202,0.894623439349244,0.891159408607454,0.738078839860166,0.757008999933096,0.428319357922374,1,3,3,1,1,4,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
435,32,2,0,1110,24,4,1,0.335764692457302,0.540694927323812,0.743344517299518,0.627853926909485,0.613157318307643,0.936422267889695,0.62746680241196,1.11898604765221,0.535230921987411,0.284615191753917,1,4,3,1,0,4,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
436,46,1,1,1489,18,5,2,0.340681471253916,0.498201332687409,0.986142983658632,0.905950462185233,0.655082954087155,1.13843339278765,1.07396289362127,0.991883836050339,0.711419759158656,0.48434827958328,1,4,3,1,0,4,5,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
438,47,3,1,2057,21,3,2,0.323160224232572,0.582700347055759,0.972335303461945,0.561547114028764,1.03437806466092,0.809996757296899,0.457172043037093,1.09886529896519,1.31375121729693,0.475649623264356,1,1,3,1,0,4,2,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
439,24,2,1,556,12,5,1,0.816380055842676,0.751921289698844,1.64896713093207,1.0979170324792,1.06800017784192,0.595928778066565,1.32164563801221,0.996868289175877,1.29000316660745,0.669779332618046,1,4,3,1,0,4,2,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
444,28,3,1,1375,6,5,1,0.355840926278819,0.402413405333783,0.940728954165149,1.44857411132923,1.04075569756237,0.772321990147735,1.50042686795134,1.4108304481976,1.04531804514278,0.502765269862643,1,4,3,2,0,4,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
445,34,1,1,2390,18,1,2,0.402648681128193,0.545815357362815,1.26788212655884,0.792576807075935,1.158655872917,0.5949457186271,0.929753308311964,1.34179656917133,1.43321118361949,0.492848542845276,1,2,3,1,0,3,2,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
448,35,1,1,3972,18,2,2,0.698929395988281,0.776335467930625,0.620658261335958,1.29526722115886,1.4908770476342,1.09665189068718,0.466520634942262,0.86278151888807,0.60640996748768,0.559498002231511,1,3,4,1,1,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
449,29,2,0,5352,36,4,1,0.396472538109678,0.4545189417012,0.937833842395226,0.766802302941509,1.03364160298642,0.630884283878861,1.34320604017342,0.75249167252205,0.96137670427623,0.565515912623909,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
452,27,3,0,3094,36,2,2,0.787079221118351,0.487184746364939,1.511246402803,1.28770359094896,1.36245328140873,1.22639292015147,0.725983737335836,1.5623730783516,0.970609138479456,0.527143252701769,1,4,3,1,0,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
456,29,3,0,1028,9,3,1,0.287743726718477,0.392357454665569,0.898209947842963,0.866604926955219,1.20216517168301,0.614857071722395,0.653607380928995,0.86964665080391,1.3964004798687,0.609870322621833,0,1,3,1,0,2,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
457,23,2,0,454,6,2,1,0.641934844652628,0.312107496169453,0.91281206148238,0.843295166028404,1.04194506462003,1.11294119265643,0.524747118625266,1.22780914261252,1.27328879552906,0.317715966396049,1,4,3,1,0,4,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,31,1,1,2864,10,2,1,0.551625403021333,0.612672546567526,0.565642626663322,1.31971399433264,1.02367180946857,0.446275515630584,1.03928750937665,0.7211120032594,1.08140387838734,0.457146072360728,1,1,3,1,0,4,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
459,44,3,0,12589,24,5,1,0.414265934515744,0.421552569800679,1.28498428353901,0.939646509705007,1.06974630404304,1.40324775607797,0.935337832463231,0.991744073584948,1.00205337811841,0.473145891458812,1,4,4,1,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
460,63,2,1,2772,24,5,2,0.615604071215246,0.474970255858691,1.30826793072882,1.42977917912529,1.47939179398513,1.2206817054967,0.563665911493534,1.11432589102241,1.07830302154244,0.687619864574762,1,4,3,1,1,4,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
462,20,2,0,914,12,3,1,0.688927026167843,0.389214732881453,1.03869361566222,0.762742023404975,0.564158383501894,1.32970110830442,0.475692222654166,0.955002103673912,1.01258081880074,0.344908374340778,1,2,3,1,0,4,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
463,31,3,0,1538,24,5,2,0.33271785785764,0.749142658077061,1.48392748160588,0.988633436567457,1.10804100477084,1.07678656763608,0.6675400987332,1.03162792353546,0.77237399210168,0.673011036163686,1,4,3,1,1,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
464,37,4,0,2091,18,3,1,0.3771998280938,0.826927268969966,0.654524898322879,0.631741487147208,1.0205049030786,1.02687060842437,1.43802985079048,1.00272295277264,1.50169899252761,0.23191720670267,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
466,34,1,1,1571,15,5,1,0.613090906480698,0.557219075460934,1.15970245355544,0.66930676431045,0.477626747343821,1.35182727566497,1.25014189205819,0.498843463866407,1.432404453448,0.820717078631654,1,4,2,2,0,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
468,31,1,1,9125,36,4,1,0.559705876241348,0.759825526538939,0.250129148619399,1.06329975297465,1.12473031715448,0.985707342199403,0.140604688556713,1.20378923212062,1.45558400999479,0.420786042025639,1,3,4,2,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
469,22,3,0,5471,48,3,1,0.846223744405706,0.489929429999293,1.63112465693309,0.82191496681644,0.735294648918993,0.566443074696613,1.11940927697879,1.05465201133977,1.58148988556658,0.401276979192655,1,2,3,1,0,2,2,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
470,24,2,0,9587,36,4,2,0.536953320542746,0.39996469104349,0.290436206444701,0.970370835045427,0.434993795626907,0.83477485546782,0.858266822620513,0.520171997099774,0.170156535637028,0.521447311215034,1,4,3,1,1,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
471,51,1,1,789,12,4,2,0.298681714955409,0.543954769830623,1.28130689822983,0.820738031726594,0.492192073795379,0.480433663496225,0.715877895229895,1.24026268017587,1.17830710280817,0.55837109184413,1,4,3,1,1,3,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,43,1,1,7162,24,3,1,0.810274664452872,0.636937463226461,1.70355420382159,1.36013750662418,1.59961804919072,1.33315518235983,0.849878630069781,1.42203924926072,0.957231986299952,0.73836313039679,1,1,2,2,0,4,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
474,30,3,1,3634,48,4,1,0.423196180811273,0.565152057036517,0.611475638102388,0.894494957557808,0.67282979333617,1.21858303203153,0.863436088192176,1.17848808501541,1.28905819163685,0.355980633828914,1,4,3,1,0,2,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
475,38,3,1,314,6,5,1,0.62180071535089,0.467485454768588,0.441678920511802,1.19993026809294,0.938709987459788,1.20665344393896,0.7972267684709,1.10952751855287,0.796852305849559,0.748589394597282,1,4,3,1,0,4,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
477,22,1,0,1643,9,4,1,0.684556640819695,0.537589530578136,0.870394077099556,1.01695138848046,0.656879372598792,1.07274850510804,1.43541155451173,1.21151521546225,0.58566144148527,0.344258008834299,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
478,31,1,1,9774,36,3,2,0.458986398143469,0.738369072222671,0.963371624942832,1.42519920457726,0.894823742045791,0.676101743857675,1.476633480183,0.792662105074575,0.721963002174643,0.683876750256468,1,2,3,1,0,2,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,28,3,0,5256,30,1,2,0.372312945790902,0.629138218196804,1.28098211915847,1.05802691465092,1.3465777028507,0.927730279265244,1.16979686618365,0.622671786583425,1.09307465456818,0.361476067428238,1,4,4,1,0,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
482,30,2,1,2340,12,3,2,0.686882169734115,0.56970747003134,1.50326399239867,0.741446091499058,1.49356476187913,0.393820211136387,0.831906941791441,0.265671115376599,1.28100187693882,0.54308520307696,1,4,3,1,0,2,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
483,48,1,1,2238,9,3,3,0.477622173917597,0.691854171067774,0.702587406250884,0.659302172453067,0.91312617076465,0.864827130891286,0.505880164484918,0.886890837872146,0.591419555610735,0.651921207626825,1,4,3,1,1,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
484,26,4,1,3016,15,4,1,0.347542941904215,0.569589939927614,1.0882425225826,0.897439008881168,1.01712203456468,1.06886974081427,0.414935570784553,1.07405508191438,0.67671259387339,0.422545776416459,1,2,3,1,1,4,2,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485,36,3,1,2976,24,5,1,0.207865332660602,0.516095473205541,1.33763048356223,0.655293280479711,1.41179238299255,1.07837558320815,0.966653863719814,1.31672352862053,0.984067131238072,0.258208106102915,1,4,3,1,1,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
486,47,2,0,1168,18,3,1,0.600662889707263,0.299045902535276,0.778620611812073,0.933502271714955,1.22834368492377,0.766445892875685,0.657345318953662,1.13208444016544,0.690706041092871,0.236012882475495,1,4,2,1,1,3,2,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
487,30,3,1,1735,12,3,1,0.288106951139036,0.568445602407316,1.13047221916435,1.0056098844679,0.790427268415736,0.466130174634207,0.765014543637228,1.28125091798754,1.50484026890617,0.769920647382622,1,4,3,1,0,2,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
489,24,2,0,9286,36,4,1,0.482742649357542,0.468355351365505,0.556750580934821,1.20734910683882,1.29623619728725,0.644117867109178,1.36810269338347,0.862043636470287,1.1107654851475,0.493895386842231,1,2,3,1,1,1,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
490,31,1,1,1927,15,3,1,0.809588611352342,0.653084395115881,1.00036809003816,1.18827018225351,1.65693973194433,1.49462212776762,1.20975054647562,1.15765068766122,0.736202126482474,0.402752944419316,1,4,3,1,0,3,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
491,33,1,1,5184,24,5,1,0.668149074606248,0.452159273614615,0.942487805374167,1.00825314639184,1.44260048894069,1.19635114647984,1.12441320071367,1.5694158649695,1.14229364280771,0.649524287454732,1,4,3,1,1,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
492,43,2,0,2251,16,5,1,0.780886895393715,0.83870959512374,0.579078081756733,1.21609856546907,0.367149139099663,1.10663552206173,1.0595122364434,0.961722713094886,0.823382696644136,0.322356538545067,1,2,3,1,1,4,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
494,36,2,1,1554,6,3,1,0.253642493389271,0.659253668417573,0.667115543746371,1.01822701045068,1.34532213669098,0.708021443461345,0.752048331989707,0.527924926006031,1.37023577143405,0.855083372177459,1,1,2,1,1,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
495,29,2,1,3640,12,3,1,0.313390516210256,0.58062733913906,1.02396299057757,1.34211747999801,0.655216932745063,0.535385820000149,0.873121014170585,0.747427709365126,0.445160537784092,0.648018292132024,1,2,2,2,0,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
498,27,2,0,1259,9,2,1,0.434669477511199,0.657169193176507,1.17818450734348,1.40770640194547,0.651088748166451,1.04688599574509,1.2250977712439,0.391028862478798,1.23690922830538,0.365496570710279,1,3,4,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
499,23,4,1,1392,12,3,1,0.647532871714518,0.477271770322797,0.746439553753549,1.39611696511325,1.26866776138036,1.07264646289648,1.29633944139596,0.179622723292802,0.984407234609336,0.626913432721223,1,3,3,1,0,4,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
502,51,1,1,829,12,4,2,0.398371802779708,0.797996247581874,1.13008353256148,0.373284979126536,1.15371522925186,0.501931230592425,1.54464801022157,1.41170189876577,0.866836926416345,0.481441358397537,1,4,3,1,1,3,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
504,34,1,1,1850,24,4,1,0.318116489158287,0.65038314353629,0.384141713629147,0.83121598315162,1.32695928663145,1.78126272946047,1.02822007119349,1.06758407566631,1.07291391573278,0.348941432191259,1,4,3,2,1,3,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
506,41,1,1,1141,24,5,1,0.463287621799346,0.619995277265041,0.74476784445281,1.25120604159001,0.623854649943292,1.31070069397884,0.795140221458466,1.17316986313102,1.08672356011329,0.427394703434191,1,4,2,1,0,4,3,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
507,22,2,1,1991,12,2,1,0.290162104801922,0.672924274705479,1.64016571800949,1.04599918460209,1.5902635773595,0.99470569373074,0.908975800400569,1.00693994271484,0.734459299778527,0.539028081402436,1,4,3,1,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
508,64,1,1,1484,10,3,1,0.54352120130744,0.448788192580766,0.949641117811955,0.360295075353177,1.35162531280958,1.49115185959538,0.635725291994883,0.614098235573565,1.39525929070922,0.598576297265348,1,2,3,1,1,4,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509,37,3,0,1985,12,3,1,0.392116201568708,0.62651058535191,0.55992898903762,0.786318534664494,0.881213784792179,0.989783353313587,1.18034972279986,1.47248845014279,0.308888139773504,0.462879719739421,1,4,2,1,0,2,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
511,74,4,1,958,6,3,3,0.554732355680744,0.64782085447387,1.42715435986019,0.785147157311479,0.77407206964358,0.983672572434786,1.48657603823194,0.637670467954292,0.468851939819179,0.338545141921316,0,1,1,2,0,1,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
512,30,2,1,1830,12,3,2,0.45827297650502,0.627091161705395,1.43878687526677,0.918096345268154,1.17316479803114,0.685224027324443,1.41766899894091,1.00654375440453,0.575837090157009,0.516282008911754,1,4,3,1,0,2,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
514,30,1,0,12681,21,5,1,0.294654940007485,0.221975645444134,1.5161790745306,1.0270459528393,0.60485228050337,1.56227221399238,1.21576705252805,1.4641427979109,0.66207727147447,0.494490343361814,1,4,4,1,1,4,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
515,31,1,1,1818,12,4,1,0.344088666279077,0.552886633515695,0.686029038952649,1.06281795172349,0.988285898294144,1.44644033707281,0.848261059611894,1.00450150956132,1.01297476505756,0.48000750938715,1,3,2,1,0,4,2,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
